出发机场,到达机场,航班号,计划出发,计划到达,实际出发,实际到达,飞机号,是否取消,计划出发日期,计划到达日期,实际出发日期,实际到达日期,出发延迟,到达延迟,出发经度,出发纬度,到达经度,到达纬度,距离,平均温度,最高温度,最低温度,降水量,气压,风向,风速
SHA,SZX,MU5355,1479378000,1479387600,1479379440.0,1479386760.0,2958.0,正常,2016-11-17,2016-11-17,2016-11-17,2016-11-17,24.0,-14.0,121,31,113,22,996,16.8,18.5,15.0,3.7,1019.3,103.0,7.0
HET,SJW,MU2768,1478664000,1478668200,1478667480.0,1478671380.0,2080.0,正常,2016-11-09,2016-11-09,2016-11-09,2016-11-09,58.0,53.0,111,40,114,38,344,0.2,5.1,-4.6,0.1,1023.7,299.0,9.0
HFE,SZX,HU7568,1479734700,1479743100,1479735120.0,1479742020.0,1086.0,正常,2016-11-21,2016-11-21,2016-11-21,2016-11-21,7.0,-18.0,117,31,113,22,612,15.0,16.0,14.0,11.0,1020.0,15.0,10.0
WUH,CKG,3U8796,1478934900,1478941200,1478934300.0,1478938800.0,756.0,正常,2016-11-12,2016-11-12,2016-11-12,2016-11-12,-10.0,-40.0,114,30,106,29,890,14.9,21.0,8.8,0.0,1018.2,139.0,3.0
TYN,HGH,MU5235,1479257100,1479264300,1479257520.0,1479263700.0,2610.0,正常,2016-11-16,2016-11-16,2016-11-16,2016-11-16,7.0,-10.0,112,37,120,30,951,7.3,14.3,0.3,0.0,1021.8,78.0,4.0
JDZ,PEK,CA1888,1479124800,1479133500,1479125760.0,1479132660.0,1399.0,正常,2016-11-14,2016-11-14,2016-11-14,2016-11-14,16.0,-14.0,117,29,116,40,556,18.6,21.0,16.2,1.7,1018.1,40.0,0.0
KMG,TAO,MU767,1478913900,1478925000,1478914800.0,1478925000.0,397.0,正常,2016-11-12,2016-11-12,2016-11-12,2016-11-12,15.0,0.0,102,24,120,36,2047,14.8,20.9,8.7,0.0,,225.0,9.0
HFE,SZX,ZH9896,1479807600,1479816600,1479807660.0,1479814980.0,2931.0,正常,2016-11-22,2016-11-22,2016-11-22,2016-11-22,1.0,-27.0,117,31,113,22,612,5.5,9.6,1.5,13.1,1033.6,22.0,13.0
KMG,CKG,MU5450,1480254600,1480260000,1480254780.0,1480259040.0,730.0,正常,2016-11-27,2016-11-27,2016-11-27,2016-11-27,3.0,-16.0,102,24,106,29,464,10.8,17.7,3.9,0.0,,247.0,5.0
SHE,TYN,3U8850,1479011700,1479018900,1479013200.0,1479019140.0,319.0,正常,2016-11-13,2016-11-13,2016-11-13,2016-11-13,25.0,4.0,123,41,112,37,1239,6.5,15.4,-2.5,0.1,1014.9,209.0,9.0
TAO,KMG,MU768,1478260500,1478273100,1478261640.0,1478272620.0,2357.0,正常,2016-11-04,2016-11-04,2016-11-04,2016-11-04,19.0,-8.0,120,36,102,24,2047,15.3,18.0,12.7,0.0,1011.0,197.0,11.0
SHA,SZX,9C8917,1479597600,1479607200,1479598380.0,1479606300.0,2911.0,正常,2016-11-19,2016-11-20,2016-11-19,2016-11-20,13.0,-15.0,121,31,113,22,996,19.2,21.7,16.7,3.0,1017.2,66.0,7.0
TNA,PEK,MU245W,1478304000,1478306400,1478312940.0,1478315880.0,2824.0,正常,2016-11-05,2016-11-05,2016-11-05,2016-11-05,149.0,158.0,116,36,116,40,194,17.4,22.3,12.4,0.0,1016.2,70.0,14.0
CGO,SHA,FM9376,1478687700,1478693700,1478688060.0,1478692800.0,2706.0,正常,2016-11-09,2016-11-09,2016-11-09,2016-11-09,6.0,-15.0,113,34,121,31,902,7.5,9.8,5.1,0.0,1029.0,171.0,6.0
SHE,SZX,CZ6386,1479714300,1479729900,1479716520.0,1479731280.0,283.0,正常,2016-11-21,2016-11-21,2016-11-21,2016-11-21,37.0,23.0,123,41,113,22,1477,-6.0,-4.3,-7.7,,1032.7,354.0,10.0
SYX,CTU,3U8758,1478183400,1478193300,1478201520.0,1478209200.0,119.0,正常,2016-11-03,2016-11-03,2016-11-03,2016-11-03,302.0,265.0,109,18,104,30,670,22.4,24.8,20.1,0.0,1016.1,24.0,30.0
WUH,HET,ZH9127,1479437400,1479445200,1479438120.0,1479444780.0,1778.0,正常,2016-11-18,2016-11-18,2016-11-18,2016-11-18,12.0,-7.0,114,30,111,40,539,14.3,15.2,13.5,1.8,1014.2,295.0,1.0
KWL,TNA,SC1200,1477998000,1478006400,1477997460.0,1478005320.0,1574.0,正常,2016-11-01,2016-11-01,2016-11-01,2016-11-01,-9.0,-18.0,110,25,116,36,818,14.6,16.5,12.6,1.4,1026.7,19.0,13.0
SJW,SHE,9C8582,1479555000,1479561600,1479556800.0,1479561180.0,1230.0,正常,2016-11-19,2016-11-19,2016-11-19,2016-11-19,30.0,-7.0,114,38,123,41,1013,9.8,13.6,5.9,0.0,1020.9,205.0,6.0
URC,CKG,CZ6798,1478592900,1478606700,1478593920.0,1478606100.0,1125.0,正常,2016-11-08,2016-11-08,2016-11-08,2016-11-08,17.0,-10.0,88,43,106,29,1995,1.4,4.7,-1.9,3.0,1034.6,29.0,6.0
TYN,SZX,ZH9132,1479357300,1479368100,1479358380.0,1479367620.0,154.0,正常,2016-11-17,2016-11-17,2016-11-17,2016-11-17,18.0,-8.0,112,37,113,22,646,6.9,12.5,1.3,0.0,1019.6,83.0,3.0
CTU,SHA,CA4515,1480204200,1480214700,1480204740.0,1480213020.0,1556.0,正常,2016-11-26,2016-11-27,2016-11-26,2016-11-27,9.0,-28.0,104,30,121,31,1890,11.6,14.7,8.4,0.0,1027.6,313.0,5.0
HET,PVG,9C8706,1479623700,1479632700,1479624480.0,1479632520.0,2760.0,正常,2016-11-20,2016-11-20,2016-11-20,2016-11-20,13.0,-3.0,111,40,121,31,1192,-2.2,3.4,-7.9,0.0,1026.6,353.0,33.0
FOC,NKG,ZH9578,1480248300,1480253400,1480252380.0,1480256280.0,1380.0,正常,2016-11-27,2016-11-27,2016-11-27,2016-11-27,68.0,48.0,119,26,118,31,287,13.8,16.2,11.4,1.6,1023.0,321.0,9.0
XMN,HFE,HU7296,1480334100,1480339800,1480335000.0,1480339920.0,2114.0,正常,2016-11-28,2016-11-28,2016-11-28,2016-11-28,15.0,2.0,118,24,117,31,375,16.1,19.3,12.9,0.0,1023.8,19.0,16.0
KMG,TNA,KY8205,1479171600,1479182100,1479173940.0,1479183480.0,3000.0,正常,2016-11-15,2016-11-15,2016-11-15,2016-11-15,39.0,23.0,102,24,116,36,1608,13.8,21.3,6.3,0.0,,206.0,6.0
SJW,KMG,KN2381,1478730600,1478742000,1478730240.0,1478741160.0,874.0,正常,2016-11-09,2016-11-10,2016-11-09,2016-11-10,-6.0,-14.0,114,38,102,24,1409,5.2,9.5,1.0,0.0,1025.4,45.0,5.0
KWL,PVG,CZ3251,1478825100,1478832900,1478825880.0,1478832780.0,1125.0,正常,2016-11-11,2016-11-11,2016-11-11,2016-11-11,13.0,-2.0,110,25,121,31,1254,14.3,19.2,9.5,5.9,1018.6,140.0,5.0
PVG,WUH,CZ6198,1478498100,1478506200,1478508000.0,1478514060.0,619.0,正常,2016-11-07,2016-11-07,2016-11-07,2016-11-07,165.0,131.0,121,31,114,30,780,19.1,22.7,15.5,28.6,1020.6,65.0,11.0
JDZ,KMG,MU5547,1479792300,1479801000,1479792120.0,1479800640.0,648.0,正常,2016-11-22,2016-11-22,2016-11-22,2016-11-22,-3.0,-6.0,117,29,102,24,1676,13.8,17.9,9.7,1.9,1024.1,9.0,9.0
SZX,SHA,9C8956,1480375200,1480383600,1480375380.0,1480381320.0,132.0,正常,2016-11-28,2016-11-29,2016-11-28,2016-11-29,3.0,-38.0,113,22,121,31,996,17.4,20.8,13.9,0.0,1021.8,14.0,10.0
FOC,PEK,HU7196,1479684300,1479694800,1479685140.0,1479693780.0,2840.0,正常,2016-11-20,2016-11-21,2016-11-20,2016-11-21,14.0,-17.0,119,26,116,40,790,20.6,22.5,18.6,24.8,1016.4,290.0,7.0
KWL,PVG,FM9382,1479253200,1479261600,1479252660.0,1479259080.0,799.0,正常,2016-11-15,2016-11-16,2016-11-15,2016-11-16,-9.0,-42.0,110,25,121,31,1254,20.1,21.2,18.9,13.5,1017.4,8.0,5.0
NKG,PEK,MU2821,1480135800,1480142700,1480136880.0,1480142220.0,1963.0,正常,2016-11-26,2016-11-26,2016-11-26,2016-11-26,18.0,-8.0,118,31,116,40,505,6.8,9.7,4.0,0.1,1025.4,286.0,6.0
HET,TGO,GS6679,1478950200,1478956200,1478951520.0,1478956200.0,95.0,正常,2016-11-12,2016-11-12,2016-11-12,2016-11-12,22.0,0.0,111,40,122,43,1231,3.5,9.9,-3.0,0.0,1019.1,302.0,10.0
TYN,CTU,ZH9490,1479036000,1479044400,1479036300.0,1479043140.0,2621.0,正常,2016-11-13,2016-11-13,2016-11-13,2016-11-13,5.0,-21.0,112,37,104,30,919,9.0,18.6,-0.6,0.0,1018.7,155.0,5.0
SHA,URC,CZ6998,1480292700,1480313100,1480293720.0,1480312440.0,1785.0,正常,2016-11-28,2016-11-28,2016-11-28,2016-11-28,17.0,-11.0,121,31,88,43,3664,9.7,12.5,6.9,0.0,1032.2,12.0,8.0
NKG,PEK,MU2821,1478148600,1478155500,1478149140.0,1478154900.0,2789.0,正常,2016-11-03,2016-11-03,2016-11-03,2016-11-03,9.0,-10.0,118,31,116,40,505,12.7,18.6,6.7,0.0,1022.9,135.0,5.0
TNA,SHE,CZ3983,1478833200,1478839500,1478834160.0,1478839080.0,1563.0,正常,2016-11-11,2016-11-11,2016-11-11,2016-11-11,16.0,-7.0,116,36,123,41,824,15.7,22.3,9.1,0.0,1014.4,197.0,14.0
HET,HGH,GJ8782,1479793200,1479802200,1479796860.0,1479804300.0,33.0,正常,2016-11-22,2016-11-22,2016-11-22,2016-11-22,61.0,35.0,111,40,120,30,1106,-12.7,-8.1,-17.2,0.0,1046.3,344.0,15.0
TAO,SHE,SC4953,1478163900,1478169300,1478169960.0,1478174520.0,59.0,正常,2016-11-03,2016-11-03,2016-11-03,2016-11-03,101.0,87.0,120,36,123,41,442,11.7,16.7,6.7,0.0,1019.5,200.0,10.0
HFE,SZX,ZH9896,1478598000,1478607000,1478598420.0,1478605200.0,1455.0,正常,2016-11-08,2016-11-08,2016-11-08,2016-11-08,7.0,-30.0,117,31,113,22,612,10.1,11.0,9.1,0.0,1033.7,35.0,12.0
URC,PEK,CA1292,1479345300,1479358500,1479346980.0,1479358980.0,1039.0,正常,2016-11-17,2016-11-17,2016-11-17,2016-11-17,28.0,8.0,88,43,116,40,3113,-4.5,-2.9,-6.2,4.3,1027.8,21.0,6.0
TNA,SZX,ZH9902,1479965700,1479976500,1479966420.0,1479975780.0,2358.0,正常,2016-11-24,2016-11-24,2016-11-24,2016-11-24,12.0,-12.0,116,36,113,22,724,0.3,5.7,-5.0,0.0,1029.9,194.0,8.0
SYX,NKG,3U8845,1479464700,1479475200,1479465720.0,1479475800.0,1599.0,正常,2016-11-18,2016-11-18,2016-11-18,2016-11-18,17.0,10.0,109,18,118,31,1149,23.0,24.1,21.9,1.7,1012.0,66.0,20.0
CGO,SZX,CZ3975,1478647200,1478656500,1478647440.0,1478654820.0,836.0,正常,2016-11-08,2016-11-09,2016-11-08,2016-11-09,4.0,-28.0,113,34,113,22,520,8.4,12.5,4.4,0.0,1035.3,118.0,3.0
HFE,PEK,CA1256,1479266400,1479273300,1479266580.0,1479272280.0,2884.0,正常,2016-11-16,2016-11-16,2016-11-16,2016-11-16,3.0,-17.0,117,31,116,40,459,14.0,16.6,11.4,14.7,1019.9,110.0,6.0
KWL,PEK,CZ3281,1478909400,1478919300,1478910960.0,1478920140.0,1977.0,正常,2016-11-12,2016-11-12,2016-11-12,2016-11-12,26.0,14.0,110,25,116,40,927,15.7,16.9,14.5,23.6,1017.3,13.0,2.0
NKG,XMN,HU7274,1480061100,1480067400,1480063500.0,1480068240.0,1552.0,正常,2016-11-25,2016-11-25,2016-11-25,2016-11-25,40.0,14.0,118,31,118,24,365,4.2,7.1,1.3,14.5,1026.7,44.0,11.0
KMG,FOC,FU6510,1478844300,1478853900,1478847360.0,1478856360.0,2189.0,正常,2016-11-11,2016-11-11,2016-11-11,2016-11-11,51.0,41.0,102,24,119,26,1891,15.7,21.0,10.4,0.0,,217.0,11.0
WUH,KMG,8L9870,1479567000,1479575700,1479574620.0,1479581340.0,1837.0,正常,2016-11-19,2016-11-19,2016-11-19,2016-11-19,127.0,94.0,114,30,102,24,1348,16.0,17.3,14.7,0.0,1017.2,360.0,5.0
KWL,PVG,Y87506,1478578500,1478586600,1478578440.0,1478585400.0,2961.0,正常,2016-11-08,2016-11-08,2016-11-08,2016-11-08,-1.0,-20.0,110,25,121,31,1254,13.3,15.3,11.3,0.9,1026.2,12.0,14.0
TGO,HET,GS6674,1479364200,1479370500,1479363960.0,1479369960.0,179.0,正常,2016-11-17,2016-11-17,2016-11-17,2016-11-17,-4.0,-9.0,122,43,111,40,1231,-3.9,4.0,-11.7,0.0,1018.2,160.0,9.0
NKG,TAO,QW9796,1479030900,1479036000,1479031140.0,1479034740.0,2368.0,正常,2016-11-13,2016-11-13,2016-11-13,2016-11-13,4.0,-21.0,118,31,120,36,349,16.4,21.0,11.7,0.0,1017.2,117.0,4.0
CGO,SHE,ZH9653,1479787500,1479795600,1479834720.0,1479840900.0,364.0,正常,2016-11-22,2016-11-22,2016-11-22,2016-11-22,787.0,755.0,113,34,123,41,1168,-2.3,-0.5,-4.1,19.7,1040.2,193.0,5.0
KWL,HGH,SC4646,1480312500,1480319400,1480317540.0,1480323660.0,1737.0,正常,2016-11-28,2016-11-28,2016-11-28,2016-11-28,84.0,71.0,110,25,120,30,1135,14.4,19.3,9.5,0.0,1024.8,41.0,9.0
TNA,SZX,SC1181,1479423900,1479434700,1479424020.0,1479433260.0,2651.0,正常,2016-11-17,2016-11-18,2016-11-17,2016-11-18,2.0,-24.0,116,36,113,22,724,11.6,17.0,6.2,1.8,1020.8,344.0,5.0
CGO,CTU,EU2766,1479394800,1479402300,1479398460.0,1479405060.0,2020.0,正常,2016-11-17,2016-11-17,2016-11-17,2016-11-17,61.0,46.0,113,34,104,30,1010,10.6,12.9,8.3,0.1,1021.0,12.0,5.0
CKG,SZX,3U8781,1480375200,1480382400,1480374840.0,1480380540.0,771.0,正常,2016-11-28,2016-11-29,2016-11-28,2016-11-29,-6.0,-31.0,106,29,113,22,819,12.3,13.3,11.3,1.6,1025.9,314.0,4.0
NKG,XMN,MU2892,1478087100,1478093700,1478089980.0,1478094900.0,888.0,正常,2016-11-02,2016-11-02,2016-11-02,2016-11-02,48.0,20.0,118,31,118,24,365,12.8,16.8,8.7,0.0,1029.1,59.0,4.0
HRB,TAO,SC4632,1479953400,1479961500,1479956400.0,1479963480.0,1201.0,正常,2016-11-24,2016-11-24,2016-11-24,2016-11-24,50.0,33.0,126,45,120,36,859,-15.7,-11.3,-20.0,0.0,1025.2,195.0,6.0
KWL,CKG,MF8403,1479087600,1479092700,1479088140.0,1479091980.0,2779.0,正常,2016-11-14,2016-11-14,2016-11-14,2016-11-14,9.0,-12.0,110,25,106,29,465,22.2,26.4,18.1,0.3,1015.7,58.0,4.0
SYX,FOC,JD5369,1479768900,1479776700,1479768960.0,1479775800.0,406.0,正常,2016-11-21,2016-11-22,2016-11-21,2016-11-22,1.0,-15.0,109,18,119,26,1166,24.6,26.5,22.6,1.1,1010.4,48.0,17.0
FOC,PEK,MF8171,1478070000,1478080500,1478070900.0,1478080680.0,1118.0,正常,2016-11-02,2016-11-02,2016-11-02,2016-11-02,15.0,3.0,119,26,116,40,790,19.6,22.1,17.2,0.0,1024.7,24.0,11.0
HET,TGO,CA1687,1480032000,1480038000,1480031700.0,1480036980.0,1853.0,正常,2016-11-25,2016-11-25,2016-11-24,2016-11-25,-5.0,-17.0,111,40,122,43,1231,-7.5,-2.9,-12.0,0.0,1029.2,306.0,6.0
HET,PEK,CA1106,1478861100,1478865900,1478863500.0,1478866500.0,409.0,正常,2016-11-11,2016-11-11,2016-11-11,2016-11-11,40.0,10.0,111,40,116,40,555,2.4,8.0,-3.3,0.0,1017.6,343.0,13.0
HET,TGO,CA1687,1480118400,1480124400,1480118580.0,1480123980.0,1853.0,正常,2016-11-26,2016-11-26,2016-11-26,2016-11-26,3.0,-7.0,111,40,122,43,1231,-4.8,1.6,-11.3,0.0,1026.7,328.0,11.0
KWL,CTU,CA4268,1479829200,1479835800,1479831720.0,1479836520.0,1884.0,正常,2016-11-22,2016-11-22,2016-11-22,2016-11-22,42.0,12.0,110,25,104,30,686,16.0,20.3,11.7,23.8,1019.2,19.0,15.0
HGH,HET,CA1793,1479110400,1479120000,1479112860.0,1479121260.0,1544.0,正常,2016-11-14,2016-11-14,2016-11-14,2016-11-14,41.0,21.0,120,30,111,40,1106,17.9,19.0,16.9,1.8,1019.0,336.0,6.0
URC,CGO,3U8954,1478160900,1478173800,1478173920.0,1478187120.0,1776.0,正常,2016-11-03,2016-11-03,2016-11-03,2016-11-03,217.0,222.0,88,43,113,34,2777,12.7,20.5,4.9,0.0,1010.4,200.0,12.0
SJW,KMG,9C8937,1479174300,1479185400,1479175260.0,1479185460.0,355.0,正常,2016-11-15,2016-11-15,2016-11-15,2016-11-15,16.0,1.0,114,38,102,24,1409,7.2,11.4,3.0,0.0,1023.9,316.0,3.0
KWL,TYN,HU7673,1479645000,1479653400,1479645480.0,1479653160.0,2844.0,正常,2016-11-20,2016-11-20,2016-11-20,2016-11-20,8.0,-4.0,110,25,112,37,526,23.4,25.8,20.9,0.0,1013.1,12.0,7.0
HET,SJW,MU2768,1479355200,1479359400,1479355560.0,1479359040.0,888.0,正常,2016-11-17,2016-11-17,2016-11-17,2016-11-17,6.0,-6.0,111,40,114,38,344,5.0,11.5,-1.4,0.0,1018.5,337.0,10.0
HGH,TAO,MU5671,1478302200,1478308500,1478302620.0,1478307600.0,1645.0,正常,2016-11-04,2016-11-05,2016-11-04,2016-11-05,7.0,-15.0,120,30,120,36,333,15.8,22.0,9.6,0.0,1015.4,199.0,7.0
HRB,CTU,CA4178,1478926200,1478941800,1478936220.0,1478951400.0,2898.0,正常,2016-11-12,2016-11-12,2016-11-12,2016-11-12,167.0,160.0,126,45,104,30,2527,-7.2,-3.9,-10.5,0.0,1023.5,339.0,6.0
SYX,NKG,3U8845,1478255100,1478265600,1478255880.0,1478266440.0,1503.0,正常,2016-11-04,2016-11-04,2016-11-04,2016-11-04,13.0,14.0,109,18,118,31,1149,22.6,25.5,19.7,0.0,1013.5,43.0,23.0
SHA,SZX,9C8949,1478941200,1478950500,1478942940.0,1478950800.0,2911.0,正常,2016-11-12,2016-11-12,2016-11-12,2016-11-12,29.0,5.0,121,31,113,22,996,17.4,22.6,12.3,0.2,1019.9,185.0,8.0
HGH,PEK,CA1717,1479709800,1479718200,1479710040.0,1479717480.0,104.0,正常,2016-11-21,2016-11-21,2016-11-21,2016-11-21,4.0,-12.0,120,30,116,40,684,18.2,19.3,17.2,5.3,1017.3,12.0,11.0
TNA,URC,HU7822,1478949000,1478965800,1478949420.0,1478965800.0,1735.0,正常,2016-11-12,2016-11-12,2016-11-12,2016-11-12,7.0,0.0,116,36,88,43,3111,13.2,17.6,8.8,0.0,1019.4,89.0,5.0
FOC,PVG,MU5661,1478516100,1478521500,1478517360.0,1478521680.0,429.0,正常,2016-11-07,2016-11-07,2016-11-07,2016-11-07,21.0,3.0,119,26,121,31,355,23.9,25.7,22.0,0.0,1018.0,270.0,5.0
HET,PEK,CA1128,1480253700,1480258500,1480254840.0,1480258140.0,244.0,正常,2016-11-27,2016-11-27,2016-11-27,2016-11-27,19.0,-6.0,111,40,116,40,555,-3.3,1.6,-8.2,0.0,1035.0,304.0,11.0
SJW,SHE,3U8253,1478338200,1478345100,1478340300.0,1478344920.0,2974.0,正常,2016-11-05,2016-11-05,2016-11-05,2016-11-05,35.0,-3.0,114,38,123,41,1013,11.3,17.6,5.1,,1018.9,19.0,8.0
SHE,PVG,9C8840,1479781800,1479790200,1479782640.0,1479790800.0,1840.0,正常,2016-11-22,2016-11-22,2016-11-22,2016-11-22,14.0,10.0,123,41,121,31,629,-8.7,-6.1,-11.3,0.0,1035.2,260.0,6.0
HET,SHE,CZ6664,1478413500,1478419500,1478413260.0,1478418000.0,1335.0,正常,2016-11-06,2016-11-06,2016-11-06,2016-11-06,-4.0,-25.0,111,40,123,41,1335,6.1,9.6,2.6,0.0,1025.0,359.0,16.0
SJW,HGH,HU7156,1477980300,1477987200,1477982580.0,1477988100.0,1552.0,正常,2016-11-01,2016-11-01,2016-11-01,2016-11-01,38.0,15.0,114,38,120,30,778,3.1,7.6,-1.3,0.0,1032.6,61.0,4.0
HRB,SYX,CZ6148,1479464700,1479483900,1479464580.0,1479482700.0,1057.0,正常,2016-11-18,2016-11-18,2016-11-18,2016-11-18,-2.0,-20.0,126,45,109,18,2301,-7.8,-5.6,-9.9,6.9,1020.6,10.0,14.0
SHE,PEK,CA1626,1479215400,1479221700,1479217260.0,1479221880.0,1533.0,正常,2016-11-15,2016-11-15,2016-11-15,2016-11-15,31.0,3.0,123,41,116,40,780,-1.6,2.3,-5.4,0.0,1025.7,62.0,5.0
TYN,HGH,MU5241,1480064400,1480071600,1480065660.0,1480072020.0,2268.0,正常,2016-11-25,2016-11-25,2016-11-25,2016-11-25,21.0,7.0,112,37,120,30,951,-1.2,6.3,-8.8,0.0,1028.1,246.0,6.0
HGH,KWL,HU7269,1479265800,1479274500,1479269880.0,1479276960.0,2066.0,正常,2016-11-16,2016-11-16,2016-11-16,2016-11-16,68.0,41.0,120,30,110,25,1135,15.3,17.2,13.5,4.7,1020.3,124.0,5.0
KWL,CKG,MF8403,1479433200,1479438300,1479433920.0,1479438480.0,1222.0,正常,2016-11-18,2016-11-18,2016-11-18,2016-11-18,12.0,3.0,110,25,106,29,465,23.7,28.0,19.4,0.0,1012.8,188.0,4.0
HRB,PEK,CA1640,1478565000,1478572500,1478566020.0,1478572620.0,2138.0,正常,2016-11-08,2016-11-08,2016-11-08,2016-11-08,17.0,2.0,126,45,116,40,1147,-7.8,-3.1,-12.5,0.0,1031.4,285.0,8.0
FOC,PVG,MU5600,1478409600,1478414700,1478417400.0,1478421000.0,1650.0,正常,2016-11-06,2016-11-06,2016-11-06,2016-11-06,130.0,105.0,119,26,121,31,355,22.3,25.7,18.9,0.0,1017.9,322.0,5.0
TNA,SYX,3U8800,1479549600,1479562800,1479551340.0,1479563340.0,361.0,正常,2016-11-19,2016-11-19,2016-11-19,2016-11-19,29.0,9.0,116,36,109,18,1083,11.1,12.2,9.9,1.0,1020.2,43.0,5.0
NKG,TYN,ZH9795,1477984800,1477991400,1477986060.0,1477992000.0,1602.0,正常,2016-11-01,2016-11-01,2016-11-01,2016-11-01,21.0,10.0,118,31,112,37,723,11.8,14.7,8.8,0.0,1032.6,52.0,11.0
KWL,XMN,JD5153,1480216500,1480222500,1480217160.0,1480221420.0,622.0,正常,2016-11-27,2016-11-27,2016-11-27,2016-11-27,11.0,-18.0,110,25,118,24,890,13.1,19.0,7.1,0.0,1022.8,35.0,7.0
URC,CGO,CZ6917,1477961100,1477974600,1477963860.0,1477975200.0,930.0,正常,2016-11-01,2016-11-01,2016-11-01,2016-11-01,46.0,10.0,88,43,113,34,2777,1.3,5.8,-3.2,0.0,1029.7,53.0,4.0
CGO,SZX,CZ3975,1480202400,1480211700,1480202820.0,1480210680.0,1467.0,正常,2016-11-26,2016-11-27,2016-11-26,2016-11-27,7.0,-17.0,113,34,113,22,520,7.2,11.8,2.7,0.0,1023.8,250.0,6.0
KWL,KMG,MF8475,1478267400,1478273700,1478267700.0,1478272500.0,1833.0,正常,2016-11-04,2016-11-04,2016-11-04,2016-11-04,5.0,-20.0,110,25,102,24,890,18.9,25.5,12.3,0.0,1014.6,166.0,3.0
CTU,HGH,CA1746,1478612100,1478621400,1478614980.0,1478622540.0,2541.0,正常,2016-11-08,2016-11-08,2016-11-08,2016-11-08,48.0,19.0,104,30,120,30,1779,11.9,13.1,10.7,23.7,1030.1,311.0,3.0
XMN,TAO,SC8750,1479447300,1479456300,1479450720.0,1479458400.0,984.0,正常,2016-11-18,2016-11-18,2016-11-18,2016-11-18,57.0,35.0,118,24,120,36,682,24.1,28.3,20.0,0.0,1015.2,180.0,6.0
FOC,CGO,MF8277,1480029600,1480037100,1480029900.0,1480036980.0,731.0,正常,2016-11-24,2016-11-25,2016-11-24,2016-11-25,5.0,-2.0,119,26,113,34,771,13.3,14.1,12.5,0.0,1023.9,32.0,6.0
TNA,CKG,PN6328,1479727800,1479737400,1479727920.0,1479736020.0,2652.0,正常,2016-11-21,2016-11-21,2016-11-21,2016-11-21,2.0,-23.0,116,36,106,29,1144,5.5,9.9,1.1,9.9,1029.2,36.0,16.0
FOC,NKG,MF8287,1480039500,1480044300,1480040220.0,1480045020.0,1738.0,正常,2016-11-25,2016-11-25,2016-11-25,2016-11-25,12.0,12.0,119,26,118,31,287,14.2,16.2,12.2,0.8,1020.7,334.0,9.0
FOC,NKG,NS3244,1479014100,1479019200,1479015420.0,1479019140.0,2906.0,正常,2016-11-13,2016-11-13,2016-11-13,2016-11-13,22.0,-1.0,119,26,118,31,287,23.1,28.1,18.2,,1016.8,239.0,7.0
NKG,KWL,JD5697,1478253900,1478261700,1478255700.0,1478262420.0,456.0,正常,2016-11-04,2016-11-04,2016-11-04,2016-11-04,30.0,12.0,118,31,110,25,928,14.5,20.6,8.4,0.0,1014.6,148.0,7.0
TNA,HRB,3U8843,1479809100,1479817500,1479811020.0,1479817440.0,461.0,正常,2016-11-22,2016-11-22,2016-11-22,2016-11-22,32.0,-1.0,116,36,126,45,1222,-3.7,-2.2,-5.2,0.0,1038.7,66.0,10.0
SHE,WUH,ZH9709,1478048100,1478059200,1478068620.0,1478078280.0,2123.0,正常,2016-11-02,2016-11-02,2016-11-02,2016-11-02,342.0,318.0,123,41,114,30,1154,0.8,9.7,-8.1,0.1,1022.4,199.0,6.0
SYX,SZX,ZH9322,1480257000,1480262700,1480259220.0,1480263720.0,506.0,正常,2016-11-27,2016-11-27,2016-11-27,2016-11-27,37.0,17.0,109,18,113,22,472,20.1,22.2,18.1,0.0,1015.7,89.0,13.0
HFE,XMN,SC8778,1478682600,1478688600,1478682840.0,1478688180.0,2158.0,正常,2016-11-09,2016-11-09,2016-11-09,2016-11-09,4.0,-7.0,117,31,118,24,375,9.6,11.9,7.3,0.6,1029.6,84.0,6.0
CGO,HGH,CZ3745,1480315200,1480320900,1480316040.0,1480320540.0,1467.0,正常,2016-11-28,2016-11-28,2016-11-28,2016-11-28,14.0,-6.0,113,34,120,30,802,5.3,10.8,-0.2,0.0,1033.1,135.0,4.0
SHA,CGO,MU5395,1478735700,1478743200,1478736840.0,1478742660.0,1269.0,正常,2016-11-09,2016-11-10,2016-11-10,2016-11-10,19.0,-9.0,121,31,113,34,902,12.1,12.8,11.4,0.0,1027.9,20.0,9.0
TGO,HET,CA1688,1479954000,1479960600,1479953700.0,1479959640.0,1853.0,正常,2016-11-24,2016-11-24,2016-11-24,2016-11-24,-5.0,-16.0,122,43,111,40,1231,-7.8,-1.6,-14.0,0.0,1026.0,229.0,5.0
SHE,HGH,CZ6483,1479255600,1479265200,1479256200.0,1479265020.0,1040.0,正常,2016-11-16,2016-11-16,2016-11-16,2016-11-16,10.0,-3.0,123,41,120,30,719,0.7,8.4,-7.1,0.0,1024.5,353.0,7.0
URC,CTU,CA4158,1478328600,1478341200,1478328480.0,1478339580.0,2547.0,正常,2016-11-05,2016-11-05,2016-11-05,2016-11-05,-2.0,-27.0,88,43,104,30,1774,0.4,1.2,-0.4,2.3,1036.9,1.0,8.0
